settlement_id,payment_id,order_ref,line_type,gross,fee,tax,net,instrument,settled_on,utr
STL0000796,pay000000031c,ORD0000796,payment,5675.36,113.51,20.43,5541.42,card_debit,2026-01-04,UTR202601040001
STL0000797,pay000000031d,ORD0000797,payment,1267.15,25.34,4.56,1237.25,upi,2026-01-25,UTR202601250001
STL0000798,pay000000031e,ORD0000798,payment,6097.31,121.95,21.95,5953.41,card_credit,2026-01-07,UTR202601070001
STL0000799,pay000000031f,ORD0000799,payment,2761.17,55.22,9.94,2696.01,card_credit,2026-01-11,UTR202601110001
STL0000800,pay0000000320,ORD0000800,payment,5234.98,104.70,18.85,5111.43,card_credit,2026-01-17,UTR202601170001
STL0000801,pay0000000321,ORD0000801,payment,4205.51,84.11,15.14,4106.26,card_debit,2026-01-12,UTR202601120001
STL0000802,pay0000000322,ORD0000802,payment,7198.35,143.97,25.91,7028.47,card_debit,2026-01-10,UTR202601100001
STL0000803,pay0000000323,ORD0000803,payment,8984.04,179.68,32.34,8772.02,card_debit,2026-01-16,UTR202601160001
STL0000804,pay0000000324,ORD0000804,payment,107.15,2.14,0.39,104.62,wallet,2026-01-07,UTR202601070001
STL0000805,pay0000000325,ORD0000805,payment,3315.64,66.31,11.94,3237.39,wallet,2026-01-28,UTR202601280001
STL0000806,pay0000000326,ORD0000806,payment,505.26,10.11,1.82,493.33,upi,2026-01-14,UTR202601140001
STL0000807,pay0000000327,ORD0000807,payment,2671.42,53.43,9.62,2608.37,card_credit,2026-01-19,UTR202601190001
STL0000808,pay0000000328,ORD0000808,payment,3783.08,75.66,13.62,3693.80,netbanking,2026-01-19,UTR202601190001
STL0000809,pay0000000329,ORD0000809,payment,9100.01,182.00,32.76,8885.25,wallet,2026-01-25,UTR202601250001
STL0000810,pay000000032a,ORD0000810,payment,8187.13,163.74,29.47,7993.92,wallet,2026-01-13,UTR202601130001
STL0000811,pay000000032b,ORD0000811,payment,7728.03,154.56,27.82,7545.65,card_credit,2026-01-18,UTR202601180001
STL0000812,pay000000032c,ORD0000812,payment,1523.84,30.48,5.49,1487.87,wallet,2026-01-09,UTR202601090001
STL0000813,pay000000032d,ORD0000813,payment,8906.36,178.13,32.06,8696.17,card_debit,2026-01-05,UTR202601050001
STL0000814,pay000000032e,ORD0000814,payment,6852.33,137.05,24.67,6690.61,netbanking,2026-01-13,UTR202601130001
STL0000815,pay000000032f,ORD0000815,payment,4670.09,93.40,16.81,4559.88,wallet,2026-01-28,UTR202601280001
STL0000816,pay0000000330,ORD0000816,payment,4345.98,86.92,15.65,4243.41,card_debit,2026-01-07,UTR202601070001
STL0000817,pay0000000331,ORD0000817,payment,6946.80,138.94,25.01,6782.85,netbanking,2026-01-10,
STL0000818,pay0000000332,ORD0000818,payment,9218.74,184.37,33.19,9001.18,wallet,2026-01-18,UTR202601180001
STL0000819,pay0000000333,ORD0000819,payment,877.95,17.56,3.16,857.23,upi,2026-01-05,UTR202601050001
STL0000820,pay0000000334,ORD0000820,payment,9289.83,185.80,33.44,9070.59,card_credit,2026-01-14,UTR202601140001
STL0000821,pay0000000335,ORD0000821,payment,1330.52,55.35,4.79,1270.38,upi,2026-01-06,UTR202601060001
STL0000822,pay0000000336,ORD0000822,payment,9067.22,181.34,32.64,8853.24,card_credit,2026-01-19,UTR202601190001
STL0000823,pay0000000337,ORD0000823,payment,1421.78,28.44,5.12,1388.22,netbanking,2026-01-26,UTR202601260001
STL0000824,pay0000000338,ORD0000824,payment,6672.38,133.45,24.02,6514.91,wallet,2026-01-22,UTR202601220001
STL0000825,pay0000000339,ORD0000825,payment,3645.32,72.91,13.12,3559.29,netbanking,2026-01-17,UTR202601170001
STL0000826,pay000000033a,ORD0000826,payment,4327.27,86.55,15.58,4225.14,upi,2026-01-10,UTR202601100001
STL0000827,,,payment,7956.28,159.13,28.64,7768.51,wallet,2026-01-07,UTR202601070001
STL0000828,pay000000033c,ORD0000828,payment,9934.56,198.69,35.76,9700.11,netbanking,2026-01-26,UTR202601260001
STL0000829,pay000000033d,ORD0000829,payment,6265.03,125.30,22.55,6117.18,card_debit,2026-01-10,UTR202601100001
STL0000830,pay000000033e,ORD0000830,payment,5882.83,117.66,21.18,5743.99,netbanking,2026-01-15,UTR202601150001
STL0000831,pay000000033f,ORD0000831,payment,2318.07,46.36,8.34,2263.37,card_debit,2026-01-12,UTR202601120001
STL0000832,pay0000000340,ORD0000832,payment,8393.17,167.86,30.21,8195.10,wallet,2026-01-23,UTR202601230001
STL0000833,pay0000000341,ORD0000833,payment,4334.61,86.69,15.60,4232.32,card_credit,2026-01-08,UTR202601080001
STL0000834,pay0000000342,ORD0000834,payment,4752.60,95.05,17.11,4640.44,upi,2026-01-11,UTR202601110001
STL0000835,pay0000000343,ORD0000835,payment,5614.57,112.29,20.21,5482.07,card_credit,2026-01-03,UTR202601030001
STL0000836,pay0000000344,ORD0000836,payment,4602.13,92.04,16.57,4493.52,card_debit,2026-01-25,UTR202601250001
STL0000837,pay0000000345,ORD0000837,payment,4411.56,88.23,15.88,4307.45,upi,2026-01-12,UTR202601120001
STL0000838,pay0000000346,ORD0000838,payment,8850.22,177.00,31.86,8641.36,netbanking,2026-01-27,UTR202601270001
STL0000839,pay0000000347,ORD0000839,payment,2020.28,40.41,7.27,1972.60,upi,2026-01-29,UTR202601290001
STL0000840,pay0000000348,ORD0000840,payment,8059.59,161.19,29.01,7869.39,card_debit,2026-01-25,UTR202601250001
STL0000841,pay0000000349,ORD0000841,payment,356.38,7.13,1.28,347.97,wallet,2026-01-08,UTR202601080001
STL0000842,pay000000034a,ORD0000842,payment,2190.72,43.81,7.89,2139.02,card_credit,2026-01-18,UTR202601180001
STL0000843,pay000000034b,ORD0000843,payment,7641.11,152.82,27.51,7460.78,netbanking,2026-01-04,UTR202601040001
STL0000844,pay000000034c,ORD0000844,payment,2088.76,41.78,7.52,2039.46,card_debit,2026-01-15,UTR202601150001
STL0000845,pay000000034d,ORD0000845,payment,2479.28,49.59,8.93,2420.76,card_debit,2026-01-22,UTR202601220001
STL0000846,pay000000034e,ORD0000846,payment,6135.99,122.72,22.09,5991.18,upi,2026-01-05,UTR202601050001
STL0000847,pay000000034f,ORD0000847,payment,6098.03,121.96,21.95,5954.12,card_debit,2026-01-29,UTR202601290001
STL0000848,pay0000000350,ORD0000848,payment,943.26,18.87,3.40,920.99,wallet,2026-01-09,UTR202601090001
STL0000849,pay0000000351,ORD0000849,payment,7969.56,159.39,28.69,7781.48,card_debit,2026-01-23,UTR202601230001
STL0000850,pay0000000352,ORD0000850,payment,8304.12,166.08,29.89,8108.15,card_credit,2026-01-05,UTR202601050001
STL0000851,pay0000000353,ORD0000851,payment,8273.67,263.10,29.78,7980.79,card_debit,2026-01-23,UTR202601230001
STL0000852,pay0000000354,ORD0000852,payment,2633.74,52.67,9.48,2571.59,wallet,2026-01-04,UTR202601040001
STL0000853,pay0000000355,ORD0000853,payment,7313.97,146.28,26.33,7141.36,wallet,2026-01-17,UTR202601170001
STL0000854,pay0000000356,ORD0000854,payment,7684.79,153.70,27.67,7503.42,wallet,2026-01-18,UTR202601180001
STL0000855,pay0000000357,ORD0000855,payment,5574.37,111.49,20.07,5442.81,wallet,2026-01-07,UTR202601070001
STL0000856,pay0000000358,ORD0000856,payment,12.54,0.25,0.05,12.24,card_debit,2026-01-28,UTR202601280001
STL0000857,pay0000000359,ORD0000857,payment,6503.38,130.07,23.41,6349.90,upi,2026-01-15,UTR202601150001
STL0000858,pay000000035a,ORD0000858,payment,5656.36,113.13,20.36,5522.87,netbanking,2026-01-30,UTR202601300001
STL0000859A,pay000000035b,ORD0000859,payment,972.71,19.45,3.50,949.76,card_credit,2026-01-22,UTR202601220001
STL0000859B,pay000000035b,ORD0000859,payment,648.47,12.97,2.33,633.17,card_credit,2026-01-22,UTR202601220001
STL0000860,pay000000035c,ORD0000860,payment,704.18,14.08,2.53,687.57,card_debit,2026-01-03,UTR202601030001
STL0000861,pay000000035d,ORD0000861,payment,338.62,6.77,1.22,330.63,wallet,2026-01-21,UTR202601210001
STL0000862,pay000000035e,ORD0000862,payment,6194.75,123.90,22.30,6048.55,wallet,2026-01-10,UTR202601100001
STL0000863,pay000000035f,ORD0000863,payment,142.21,2.84,0.51,138.86,netbanking,2026-01-08,UTR202601080001
STL0000864,pay0000000360,ORD0000864,payment,641.48,12.83,2.31,626.34,upi,2026-01-14,UTR202601140001
STL0000865,pay0000000361,ORD0000865,payment,2792.27,55.85,10.05,2726.37,card_credit,2026-01-18,UTR202601180001
STL0000866,pay0000000362,ORD0000866,payment,5452.19,109.04,19.63,5323.52,wallet,2026-01-05,UTR202601050001
STL0000867,pay0000000363,ORD0000867,payment,2030.00,40.60,7.31,1982.09,card_debit,2026-01-20,UTR202601200001
STL0000868,pay0000000364,ORD0000868,payment,5857.53,117.15,21.09,5719.29,wallet,2026-01-17,UTR202601170001
STL0000869,pay0000000365,ORD0000869,payment,4815.03,96.30,17.33,4701.40,card_debit,2026-01-24,UTR202601240001
STL0000870,pay0000000366,ORD0000870,payment,5771.80,115.44,20.78,5635.58,card_debit,2026-01-16,UTR202601160001
STL0000871,pay0000000367,ORD0000871,payment,6295.57,125.91,22.66,6147.00,wallet,2026-01-17,UTR202601170001
STL0000872,pay0000000368,ORD0000872,payment,3409.24,68.18,12.27,3328.79,netbanking,2026-01-15,UTR202601150001
STL0000873,pay0000000369,ORD0000873,payment,3396.62,67.93,12.23,3316.46,card_debit,2026-01-23,UTR202601230001
STL0000874,pay000000036a,ORD0000874,payment,5774.67,115.49,20.79,5638.39,netbanking,2026-01-26,UTR202601260001
STL0000875,pay000000036b,ORD0000875,payment,7.05,0.14,0.03,6.88,upi,2026-01-27,UTR202601270001
STL0000876,pay000000036c,ORD0000876,payment,9340.72,186.81,33.63,9120.28,card_debit,2026-01-11,UTR202601110001
STL0000877,pay000000036d,ORD0000877,payment,232.55,4.65,0.84,227.06,wallet,2026-01-28,UTR202601280001
STL0000878,pay000000036e,ORD0000878,payment,9714.00,194.28,34.97,9484.75,netbanking,2026-01-20,UTR202601200001
STL0000879,pay000000036f,ORD0000879,payment,1456.31,29.13,5.24,1421.94,card_debit,2026-01-12,UTR202601120001
STL0000880,pay0000000370,ORD0000880,payment,8509.72,170.19,30.63,8308.90,wallet,2026-01-12,UTR202601120001
STL0000881,pay0000000371,ORD0000881,payment,7704.33,154.09,27.74,7522.50,card_debit,2026-01-05,UTR202601050001
STL0000882,pay0000000372,ORD0000882,payment,9431.95,188.64,33.96,9209.35,card_credit,2026-01-26,UTR202601260001
STL0000882X,,,chargeback,-255.05,0.00,0.00,-255.05,card_credit,2026-01-26,UTR202601260001
STL0000883,pay0000000373,ORD0000883,payment,827.89,16.56,2.98,808.35,card_credit,2026-01-27,UTR202601270001
STL0000884,pay0000000374,ORD0000884,payment,4559.01,91.18,16.41,4451.42,wallet,2026-01-15,UTR202601150001
STL0000885A,pay0000000375,ORD0000885,payment,3991.07,79.82,14.37,3896.88,wallet,2026-01-27,UTR202601270001
STL0000885B,pay0000000375,ORD0000885,payment,2660.71,53.21,9.58,2597.92,wallet,2026-01-27,UTR202601270001
STL0000886,pay0000000376,ORD0000886,payment,1573.46,31.47,5.66,1536.33,card_debit,2026-01-12,UTR202601120001
STL0000886X,,,refund,-262.47,0.00,0.00,-262.47,card_debit,2026-01-12,UTR202601120001
STL0000887,pay0000000377,ORD0000887,payment,4677.62,93.55,16.84,4567.23,netbanking,2026-01-26,UTR202601260001
STL0000888,pay0000000378,ORD0000888,payment,4139.77,82.80,14.90,4042.07,netbanking,2026-01-06,UTR202601060001
STL0000889,pay0000000379,ORD0000889,payment,522.06,10.44,1.88,509.74,netbanking,2026-01-19,UTR202601190001
STL0000890,pay000000037a,ORD0000890,payment,8119.14,162.38,29.23,7927.53,netbanking,2026-01-24,UTR202601240001
STL0000891,pay000000037b,ORD0000891,payment,5120.59,102.41,18.43,4999.75,wallet,2026-01-16,UTR202601160001
STL0000892,pay000000037c,ORD0000892,payment,756.24,15.12,2.72,738.40,wallet,2026-01-12,UTR202601120001
STL0000892X,,,refund,-282.57,0.00,0.00,-282.57,wallet,2026-01-12,UTR202601120001
STL0000893,pay000000037d,ORD0000893,payment,3835.10,76.70,13.81,3744.59,wallet,2026-01-14,UTR202601140001
STL0000894,pay000000037e,ORD0000894,payment,8075.69,161.51,29.07,7885.11,netbanking,2026-01-13,UTR202601130001
STL0000895,pay000000037f,ORD0000895,payment,4623.59,92.47,16.64,4514.48,card_credit,2026-01-05,UTR202601050001
STL0000896,pay0000000380,ORD0000896,payment,7643.73,152.87,27.52,7463.34,card_debit,2026-01-04,UTR202601040001
STL0000897,pay0000000381,ORD0000897,payment,9722.46,194.45,35.00,9493.01,upi,2026-01-07,UTR202601070001
STL0000898,pay0000000382,ORD0000898,payment,4945.78,98.92,17.81,4829.05,wallet,2026-01-04,UTR202601040001
STL0000899,pay0000000383,ORD0000899,payment,5734.67,114.69,20.64,5599.34,wallet,2026-01-19,UTR202601190001
STL0000900,pay0000000384,ORD0000900,payment,1487.13,29.74,5.35,1452.04,wallet,2026-01-26,UTR202601260001
STL0000901,pay0000000385,ORD0000901,payment,2983.09,59.66,10.74,2912.69,upi,2026-02-03,
STL0000902,pay0000000386,ORD0000902,payment,8939.73,178.79,32.18,8728.76,upi,2026-01-23,UTR202601230001
STL0000903,pay0000000387,ORD0000903,payment,9268.14,185.36,33.36,9049.42,wallet,2026-01-23,UTR202601230001
STL0000904,pay0000000388,ORD0000904,payment,1049.42,20.99,3.78,1024.65,wallet,2026-01-14,UTR202601140001
STL0000905,pay0000000389,ORD0000905,payment,4807.33,96.15,17.31,4693.87,wallet,2026-01-19,UTR202601190001
STL0000906,pay000000038a,ORD0000906,payment,5142.31,102.85,18.51,5020.95,card_credit,2026-01-15,UTR202601150001
STL0000907,pay000000038b,ORD0000907,payment,3175.12,63.50,11.43,3100.19,card_credit,2026-01-09,UTR202601090001
STL0000908,pay000000038c,ORD0000908,payment,9341.54,186.83,33.63,9121.08,card_debit,2026-01-29,UTR202601290001
STL0000909,pay000000038d,ORD0000909,payment,9412.56,188.25,33.89,9190.42,netbanking,2026-01-16,UTR202601160001
STL0000910,pay000000038e,ORD0000910,payment,7114.29,142.29,25.61,6946.39,wallet,2026-01-21,UTR202601210001
STL0000911,pay000000038f,ORD0000911,payment,3280.57,65.61,11.81,3203.15,card_debit,2026-01-23,UTR202601230001
STL0000912,pay0000000390,ORD0000912,payment,1458.08,29.16,5.25,1423.67,card_credit,2026-01-20,UTR202601200001
STL0000913,pay0000000391,ORD0000913,payment,9427.95,188.56,33.94,9205.45,wallet,2026-01-18,UTR202601180001
STL0000914,pay0000000392,ORD0000914,payment,3334.18,66.68,12.00,3255.50,card_debit,2026-01-05,UTR202601050001
STL0000915,pay0000000393,ORD0000915,payment,8031.16,160.62,28.91,7841.63,netbanking,2026-01-13,UTR202601130001
STL0000916,pay0000000394,ORD0000916,payment,8621.13,172.42,31.04,8417.67,upi,2026-01-22,UTR202601220001
STL0000917,pay0000000395,ORD0000917,payment,279.70,5.59,1.01,273.10,wallet,2026-01-28,UTR202601280001
STL0000918,pay0000000396,ORD0000918,payment,2439.61,48.79,8.78,2382.04,netbanking,2026-01-09,UTR202601090001
STL0000919,pay0000000397,ORD0000919,payment,8877.40,177.55,31.96,8667.89,card_credit,2026-01-23,UTR202601230001
STL0000920,pay0000000398,ORD0000920,payment,4067.81,81.36,14.64,3971.81,card_debit,2026-01-17,UTR202601170001
STL0000921,pay0000000399,ORD0000921,payment,4289.36,85.79,15.44,4188.13,netbanking,2026-01-27,UTR202601270001
STL0000922,pay000000039a,ORD0000922,payment,7044.50,140.89,25.36,6878.25,netbanking,2026-01-08,UTR202601080001
STL0000923,pay000000039b,ORD0000923,payment,5142.42,102.85,18.51,5021.06,card_debit,2026-01-25,UTR202601250001
STL0000924,pay000000039c,ORD0000924,payment,8144.20,162.88,29.32,7952.00,netbanking,2026-01-04,UTR202601040001
STL0000925,pay000000039d,ORD0000925,payment,7790.33,155.81,28.05,7606.47,upi,2026-01-22,UTR202601220001
STL0000926,pay000000039e,ORD0000926,payment,4740.46,94.81,17.07,4628.58,wallet,2026-01-16,UTR202601160001
STL0000927,pay000000039f,ORD0000927,payment,7713.81,154.28,27.77,7531.76,upi,2026-01-05,UTR202601050001
STL0000928,pay00000003a0,ORD0000928,payment,4614.05,92.28,16.61,4505.16,netbanking,2026-01-15,UTR202601150001
STL0000929,pay00000003a1,ORD0000929,payment,3092.21,61.84,11.13,3019.24,card_debit,2026-01-23,UTR202601230001
STL0000930,pay00000003a2,ORD0000930,payment,6779.86,135.60,24.41,6619.85,upi,2026-01-18,UTR202601180001
STL0000931,pay00000003a3,ORD0000931,payment,6143.86,122.88,22.12,5998.86,card_credit,2026-01-25,UTR202601250001
STL0000932,pay00000003a4,ORD0000932,payment,1880.67,37.61,6.77,1836.29,upi,2026-01-17,UTR202601170001
STL0000933,pay00000003a5,ORD0000933,payment,7258.18,145.16,26.13,7086.89,upi,2026-01-24,UTR202601240001
STL0000933X,,,refund,-420.54,0.00,0.00,-420.54,upi,2026-01-24,UTR202601240001
STL0000934,pay00000003a6,ORD0000934,payment,3810.73,76.21,13.72,3720.80,wallet,2026-01-05,UTR202601050001
STL0000935,pay00000003a7,ORD0000935,payment,1681.66,33.63,6.05,1641.98,card_credit,2026-01-14,UTR202601140001
STL0000936,pay00000003a8,ORD0000936,payment,6920.67,138.41,24.91,6757.35,card_debit,2026-01-06,UTR202601060001
STL0000937,pay00000003a9,ORD0000937,payment,543.02,10.86,1.95,530.21,netbanking,2026-01-17,UTR202601170001
STL0000938,pay00000003aa,ORD0000938,payment,1899.73,37.99,6.84,1854.90,wallet,2026-01-05,UTR202601050001
STL0000939,pay00000003ab,ORD0000939,payment,133.00,2.66,0.48,129.86,wallet,2026-01-17,UTR202601170001
STL0000940,pay00000003ac,ORD0000940,payment,6380.17,127.60,22.97,6229.60,netbanking,2026-01-19,UTR202601190001
STL0000941,pay00000003ad,ORD0000941,payment,4638.39,92.77,16.70,4528.92,card_credit,2026-01-06,UTR202601060001
STL0000942,pay00000003ae,ORD0000942,payment,5851.32,189.59,21.07,5640.66,card_debit,2026-01-28,UTR202601280001
STL0000943,,,payment,8958.04,179.16,32.25,8746.63,upi,2026-01-03,UTR202601030001
STL0000944,pay00000003b0,ORD0000944,payment,1696.72,33.93,6.11,1656.68,wallet,2026-01-25,UTR202601250001
STL0000945,pay00000003b1,ORD0000945,payment,5899.85,118.00,21.24,5760.61,card_credit,2026-01-09,UTR202601090001
STL0000946,pay00000003b2,ORD0000946,payment,981.49,19.63,3.53,958.33,netbanking,2026-01-27,UTR202601270001
STL0000947,pay00000003b3,ORD0000947,payment,7957.84,159.16,28.65,7770.03,card_debit,2026-01-16,UTR202601160001
STL0000948,pay00000003b4,ORD0000948,payment,9016.54,180.33,32.46,8803.75,wallet,2026-01-11,UTR202601110001
STL0000949,pay00000003b5,ORD0000949,payment,2197.05,43.94,7.91,2145.20,wallet,2026-01-23,UTR202601230001
STL0000950,pay00000003b6,ORD0000950,payment,5076.57,101.53,18.28,4956.76,card_credit,2026-01-27,UTR202601270001
STL0000951,pay00000003b7,ORD0000951,payment,6035.80,120.72,21.73,5893.35,wallet,2026-01-21,UTR202601210001
STL0000952,pay00000003b8,ORD0000952,payment,5454.51,109.09,19.64,5325.78,wallet,2026-01-25,UTR202601250001
STL0000953,pay00000003b9,ORD0000953,payment,3050.98,61.02,10.98,2978.98,netbanking,2026-01-08,UTR202601080001
STL0000954,pay00000003ba,ORD0000954,payment,1241.54,24.83,4.47,1212.24,netbanking,2026-01-27,UTR202601270001
STL0000955,pay00000003bb,ORD0000955,payment,3505.06,70.10,12.62,3422.34,card_debit,2026-01-15,UTR202601150001
STL0000956,pay00000003bc,ORD0000956,payment,2672.76,53.46,9.62,2609.68,wallet,2026-01-28,UTR202601280001
STL0000957,pay00000003bd,ORD0000957,payment,8047.91,160.96,28.97,7857.98,card_credit,2026-01-03,UTR202601030001
STL0000958,pay00000003be,ORD0000958,payment,5970.57,119.41,21.49,5829.67,card_debit,2026-01-21,UTR202601210001
STL0000959,pay00000003bf,ORD0000959,payment,3548.52,70.97,12.77,3464.78,upi,2026-01-24,UTR202601240001
STL0000960,pay00000003c0,ORD0000960,payment,5053.84,101.08,18.19,4934.57,card_credit,2026-01-08,UTR202601080001
STL0000961,pay00000003c1,ORD0000961,payment,8542.15,170.84,30.75,8340.56,card_credit,2026-01-17,UTR202601170001
STL0000962,pay00000003c2,ORD0000962,payment,7116.41,142.33,25.62,6948.46,card_credit,2026-01-14,UTR202601140001
STL0000963,pay00000003c3,ORD0000963,payment,9316.66,186.33,33.54,9096.79,card_credit,2026-01-27,UTR202601270001
STL0000964,pay00000003c4,ORD0000964,payment,3561.27,71.23,12.82,3477.22,netbanking,2026-01-16,UTR202601160001
STL0000965,pay00000003c5,ORD0000965,payment,1230.20,24.60,4.43,1201.17,upi,2026-01-28,UTR202601280001
STL0000966,pay00000003c6,ORD0000966,payment,915.14,18.30,3.29,893.55,card_credit,2026-01-18,UTR202601180001
STL0000967,pay00000003c7,ORD0000967,payment,3175.03,63.50,11.43,3100.10,card_debit,2026-01-07,UTR202601070001
STL0000968,pay00000003c8,ORD0000968,payment,4658.30,93.17,16.77,4548.36,wallet,2026-01-19,UTR202601190001
STL0000969,pay00000003c9,ORD0000969,payment,3571.37,71.43,12.86,3487.08,card_debit,2026-01-18,UTR202601180001
STL0000970,pay00000003ca,ORD0000970,payment,1035.24,20.70,3.73,1010.81,card_debit,2026-01-28,UTR202601280001
STL0000971,pay00000003cb,ORD0000971,payment,4821.82,96.44,17.36,4708.02,card_credit,2026-01-14,UTR202601140001
STL0000972,pay00000003cc,ORD0000972,payment,7209.26,144.19,25.95,7039.12,upi,2026-01-22,UTR202601220001
STL0000972X,,,chargeback,-493.60,0.00,0.00,-493.60,upi,2026-01-22,UTR202601220001
STL0000973,pay00000003cd,ORD0000973,payment,3281.59,65.63,11.81,3204.15,card_credit,2026-01-02,UTR202601020001
STL0000974,pay00000003ce,ORD0000974,payment,3009.87,60.20,10.84,2938.83,upi,2026-01-11,UTR202601110001
STL0000975,pay00000003cf,ORD0000975,payment,1656.46,33.13,5.96,1617.37,wallet,2026-01-12,UTR202601120001
STL0000976,pay00000003d0,ORD0000976,payment,2171.12,43.42,7.82,2119.88,card_credit,2026-01-20,UTR202601200001
STL0000977,pay00000003d1,ORD0000977,payment,7390.68,147.81,26.61,7216.26,card_debit,2026-02-02,
STL0000978,pay00000003d2,ORD0000978,payment,5673.36,113.47,20.42,5539.47,netbanking,2026-01-16,UTR202601160001
